,Unnamed: 0,Maximum Phosphorus,Utility1,Utility2,Reliability,n_reliability,C1,R1,W1,C2,R2,W2
65,65,2.4659944210151186,1.718065293366088,0.8306268844012673,0.03,0.052042826646314815,"[-0.3455165690346118, 1.1807639672004737, 0.13028287613928557]","[0.6696854166017219, 0.28337259856333485, 1.2895764198799127]","[0.47577375675245925, 0.0, 0.6574061512010734]","[1.5315100172750518, 1.0792700043010788, -0.026934216175604347]","[2.0, 0.0, 1.5056612458949088]","[0.38028655910779363, 0.30140557698996595, 0.0]"
66,66,2.397508600940558,1.734760888210494,0.6936426174474932,0.02,0.034695217764209876,"[0.5253076370523992, -1.1085611320870177, 0.4004532997101698]","[0.053930607870538605, 1.402891905293064, 1.6029332321919871]","[0.012192161138012136, 0.9529755957715191, 1.0]","[2.0, 2.0, 0.5498155482447049]","[1.9312331107630099, 0.7852348621079439, 1.4874120059195228]","[0.6663982955150469, 0.006779920504074499, 0.008998433114434944]"
67,67,2.4761216707911395,1.4986273732977842,1.0714804946595446,0.05,0.0867380444105247,"[-0.2924230035604247, -0.7848189741010166, 0.76204361826099]","[1.6915171349002254, 0.0, 1.7498219756320217]","[0.24184969978124715, 0.7743870694684669, 0.10977114678436897]","[-0.1443853637113368, -0.9486893881503733, 2.0]","[2.0, 0.0, 1.889257475352222]","[0.011901689572886509, 0.0, 0.590166254375653]"
68,68,2.316704227186878,1.6513079022276584,0.4057703981577262,0.0323,0.056032776689198954,"[-0.43345305947378887, -0.42008702274981075, 0.36587012266036173]","[1.341159922272215, 1.8212230886699323, 0.6487972826021571]","[0.0, 0.10328411353911415, 0.014200698058663003]","[2.0, 0.9971850695899286, 1.5152819520678453]","[2.0, 0.0, 0.6453852464347272]","[0.6537249204846167, 0.3938183204688531, 0.0]"
69,69,2.3167042271863276,0.1734760888210492,1.56905546572148,0.093,0.16133276260357593,"[1.540527898186093, -0.7863562501238834, -1.1321359439900285]","[0.0, 0.0, 0.0]","[0.5149850666572758, 0.02438849301129853, 1.0]","[-0.3255233263753903, -1.2043670648087899, 0.6436161056646807]","[1.8152343708504801, 0.0, 0.8870769985181939]","[0.9193834352276716, 0.05251209779805288, 0.5632792675141888]"
70,70,2.336066041461475,1.6035859559237169,0.5108658736285038,0.04,0.06939043552841975,"[0.35027122711851755, 1.2437220900818415, -2.0]","[0.6573119381381232, 1.6570607582611216, 1.2365707346578418]","[0.3492616262859596, 0.028046108714963935, 0.0]","[1.9647179217705757, -0.3885586310607255, 0.09510994649869708]","[1.2200600274152136, 0.0, 1.2310381653155333]","[0.5118858208727778, 0.39213017740062717, 0.0]"
71,71,2.5976515101448627,1.2106329680876422,0.9571808595596548,0.2411,0.4182508501475501,"[-0.1305250051954609, -2.0, 0.3271364019454279]","[1.2664345683872038, 1.991027947866119, 0.3371617009608834]","[1.0, 0.0, 0.7602057010806246]","[0.7629535798749645, 0.30227884990547516, -0.8458684822451276]","[1.077301358022599, 1.946278005908095, 0.7165171536277573]","[0.0, 0.6741572922404632, 0.0]"
72,72,0.2158869839608645,0.3435797617466319,0.1734760888210492,1.0,1.734760888210494,"[0.23808212713734034, 0.45209513377763866, 0.32414805897008503]","[1.6957922162502692, 1.3909729224427427, 0.3735382037048869]","[0.3990319257472974, 0.0, 0.7655949858677008]","[-0.6121887556616824, -1.9354518434954882, 0.16534494480534923]","[1.6754170212167625, 0.0, 0.8985063990307489]","[0.02429980000555443, 1.0, 0.33653387370893173]"
73,73,2.358067316792851,1.666817046518564,0.4487779579250366,0.04,0.06939043552841975,"[-0.3455165690346118, 1.8718866436677195, 0.011538258163771124]","[1.6294632121234558, 0.0, 0.44786344583637194]","[0.0, 0.0, 0.34656212175598977]","[1.5288841036932928, -1.1837091787684288, 1.6960064974845444]","[2.0, 0.0, 1.5361238184282076]","[0.1287070420231755, 0.2742879322800431, 0.0]"
74,74,2.3571472746292033,0.3255035760001921,1.734760888210494,0.05,0.0867380444105247,"[-0.040675422519998054, -1.9141715147983338, -1.4779345837364521]","[0.005561215035598532, 0.0, 1.6635192289492826]","[0.0, 0.4895000043912092, 0.0008990166015959838]","[0.5029521768981216, -0.0919099881233687, -2.0]","[1.9295444986796895, 0.37564603080577186, 0.17933909989323438]","[0.0, 0.7697141479847603, 0.4043498681351414]"
75,75,2.386629983443094,1.504493222762461,0.5366171612835915,0.08,0.1387808710568395,"[-0.3455165690346118, 0.005938913470735611, 0.124989102873066]","[1.5960531702065073, 0.5905640625344684, 0.6598373463345892]","[0.0, 0.0, 0.34656212175598977]","[1.4060259233600632, 1.4090648145528444, -0.18726262390350223]","[2.0, 0.0, 1.9219107336990369]","[0.34634252220523576, 0.942514799340081, 0.0]"
76,76,2.597651510154383,1.4019857429047684,1.4449154744580697,0.1199,0.20799783049643822,"[-0.22356239316081067, 1.6519467838812416, -1.7282559808304465]","[0.7865658762131056, 0.0, 0.0]","[0.23785676986295812, 0.4117150949515965, 0.9553326969653826]","[-0.5265045277734525, 0.19905141030104015, -0.7187126384165623]","[1.7601252801747713, 0.4144388346489903, 0.0]","[0.7341701585593401, 0.9171939497805964, 0.3673870804060384]"
77,77,2.597651510154421,1.650149060119367,1.6025792093193807,0.0509,0.08829932920991414,"[1.2380264717692309, 0.33943995478490363, -0.696624349090594]","[0.0, 1.0710624879260433, 1.812968181791395]","[1.0, 0.2883111135021187, 1.0]","[0.033225512937912205, 0.32702801307263707, 0.9854096572625268]","[0.90955589577201, 0.4149641593076243, 1.3443846651658755]","[0.6006557761812152, 0.9390896559686592, 0.06863075008060775]"
78,78,2.316704227186827,0.1903906019387281,1.734760888210494,0.0463,0.08031942912414587,"[1.203533088387616, 1.9163913678709874, -1.1321359439900285]","[0.0, 1.6951161885473383, 0.0]","[0.5149850666572758, 0.02438849301129853, 0.7704209627422269]","[-0.31246141354528745, -1.2043670648087899, 0.6436161056646807]","[1.877604751204133, 0.47731988051556407, 0.8870769985181939]","[0.5817390620887721, 0.5669096240617681, 0.0]"
79,79,2.5976515101100883,1.052929353912146,0.9797239988732412,0.2857,0.49562118576173814,"[-0.1305250051954609, -1.0372358633585166, 1.7091106670223548]","[1.2664345683872038, 2.0, 2.0]","[1.0, 0.0, 0.0]","[0.47340720199558284, 0.32708803452367746, -1.1418730725631354]","[1.3157689239806547, 0.5713255308866326, 0.6329580239372947]","[0.6193163149838931, 0.8267416824456563, 0.0]"
80,80,2.4145401259514943,0.7607039854731309,1.67355196201098,0.03,0.052042826646314815,"[-0.7188934484930799, 1.2215306418829806, 2.0]","[1.5638436355119678, 1.5949369387463224, 1.8871679811198427]","[0.0, 0.05910572696750524, 0.747871471380546]","[0.2730815301106546, 0.8478524269554951, -0.35048633167256593]","[0.841786060075967, 0.0, 0.9585725924940691]","[0.9622405951455936, 1.0, 0.8000845148195029]"
81,81,2.3194149992280555,1.5824712041582123,0.463015392530069,0.04,0.06939043552841975,"[0.35027122711851755, 0.7484546393748512, -2.0]","[0.6573119381381232, 1.6570607582611216, 1.2365707346578418]","[1.0, 0.028046108714963935, 0.0]","[1.9647179217705757, -0.3885586310607255, 0.09510994649869708]","[1.2200600274152136, 0.0, 1.2310381653155333]","[0.30993714551766094, 0.39213017740062717, 0.0]"
82,82,2.5976515101544195,1.5552945608594029,1.6210849858537115,0.07,0.12143326217473459,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[0.14996903198630251, 1.2318023337809059, 1.3212814830836972]","[0.07999219495586452, 0.7607064324908294, 0.6928604565180017]","[-1.1054256544568557, 0.17057014315328045, -0.010128713948267976]","[1.769390826423377, 0.3897937966756295, 1.7810597488230075]","[0.10758537534085799, 0.9878915075819084, 0.01719735779570708]"
83,83,2.3891735398308613,1.642158260869453,0.6503433380306773,0.04,0.06939043552841975,"[0.32879838426477326, 0.2218720251550912, -0.27510299981398534]","[0.8715856549141144, 0.4384258215719312, 1.3324764734636647]","[0.45656109183253957, 0.5597694304363149, 0.49733343974782673]","[1.817513256809855, 1.2324513301422506, -1.0534809583655662]","[1.4513201173142884, 0.0, 1.850826230608946]","[0.11566625065654634, 0.10190155616023266, 0.0]"
84,84,2.316704227185742,1.530649838328543,0.1734760888210492,0.1178,0.2043548326311962,"[0.17784760979706693, 0.2284424516549201, -0.27510299981398534]","[1.1158019802947574, 0.15449967962305644, 1.3179458428536375]","[0.3658962338586814, 0.26674624124851387, 0.730483266616055]","[-1.835285994147951, -1.6991666984613851, -1.0534809583655662]","[0.47349872925573955, 0.0, 0.22710385873095085]","[0.0, 0.0914891239412906, 0.0]"
85,85,2.3849683330667792,0.6179693350004604,1.72034642282237,0.0287,0.049787637491641175,"[-1.5833759602391835, 1.989707256936662, 2.0]","[0.42333121130190343, 1.0243082169368316, 2.0]","[0.0, 0.8575860394660608, 0.9352935392570529]","[-0.15509802617787116, -0.6255354211655537, -0.6765911455831466]","[0.36658781446580635, 1.597064290812741, 0.8807837249383683]","[0.32931429323676076, 1.0, 0.0]"
86,86,2.597651510150242,1.1453087452859612,1.1318668253770725,0.2317,0.4019440977983714,"[-1.4945867785480145, 1.8927710275468315, -0.23221171176102812]","[0.4829313446979344, 1.3733422607309975, 1.5872429598219557]","[0.0, 0.0, 0.35412103268464434]","[0.41465489698416247, 1.0035727296262644, 0.16545966741477725]","[0.5812472526486987, 0.0, 0.4515889628829586]","[0.23587667468448503, 0.08648125257445571, 0.9699863437295795]"
87,87,2.5976515101510995,1.2675936307840088,1.0104931508817625,0.216,0.3747083518534667,"[-0.1305250051954609, 0.6498420991056341, 0.3271364019454279]","[1.262207633420634, 1.991340178412064, 0.3371617009608834]","[1.0, 0.08085161333853008, 0.30392098012675317]","[0.7629535798749645, 0.30227884990547516, -0.8458684822451276]","[1.077301358022599, 1.946278005908095, 0.7165171536277573]","[0.0, 0.9133143164113464, 0.0]"
88,88,2.3417649139511294,1.3614172501068018,0.3656888290579045,0.1299,0.22534543937854315,"[-0.369315635583525, -0.6341819075167572, 0.124989102873066]","[1.6678830207340687, 0.8257017809530331, 0.6598373463345892]","[0.0, 0.0002970209321457862, 0.34656212175598977]","[1.4060259233600632, -0.6461793216885434, 0.4919044032037152]","[2.0, 0.0, 1.997732713737909]","[0.12706873430855403, 0.6077779936296891, 0.0]"
89,89,2.597651510154414,1.5022189346799295,1.5617269691916975,0.0833,0.14450558198793415,"[0.07792942670445503, -0.2072611439639857, 0.21668978811549436]","[1.4001276840452184, 1.3341966809605743, 0.37093895308598857]","[0.5396531229433105, 0.9575284168974867, 0.8522986661505394]","[0.31719348610882075, 0.4374381699854689, -0.3538378966208256]","[1.8696399976138318, 0.7163715114816886, 1.396586644325232]","[0.551061794216448, 0.276115689921844, 0.9673909093999289]"
90,90,2.5976515101543916,1.367471054637029,1.5237545650222506,0.1112,0.1929054107690069,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.5679629251700593, 1.234411754560027, 1.3212814830836972]","[0.013913578586908115, 0.7607064324908294, 0.6928604565180017]","[1.511158296875108, 0.17057014315328045, 1.1787285605666364]","[1.983541874006439, 0.3601313695580631, 1.9021675047607411]","[0.10758537534085799, 0.9878915075819084, 0.01719735779570708]"
91,91,2.597651510154421,1.6627024138780886,1.5757128942170815,0.06,0.10408565329262963,"[-0.028736605158428123, 0.6436336360141334, -0.6956860010370138]","[0.0, 1.0710624879260433, 1.838246919801637]","[0.998550646748735, 0.7743621492578253, 1.0]","[-0.15327919820946737, 1.085857340615027, -1.2164867927197789]","[0.90955589577201, 0.0, 0.0]","[0.42442116795935136, 0.6069286101958898, 0.06849319892347389]"
92,92,2.597651510154421,1.6403522062414924,1.617856211769139,0.0521,0.09038104227576674,"[-0.7066245206023467, 1.0861155033464394, 0.35644905621325756]","[0.0, 1.9902228584682427, 0.11580338200884543]","[0.7178296752230312, 0.5631907277015276, 0.978591838322923]","[0.23471466264996257, 1.7273611213820248, -1.9561797831276089]","[0.23722646504452205, 0.0, 2.0]","[0.3556133183353965, 1.0, 0.0]"
93,93,2.5324597975502856,1.1379511239698834,1.734760888210494,0.02,0.034695217764209876,"[1.0823790522767656, -1.0597939802254026, 1.9609373153892597]","[1.2755672425796396, 0.9898632776883495, 1.9773772153704647]","[0.030294403029811123, 0.0, 0.7747678273688221]","[-0.5516177853572606, 0.8477497789249275, -1.5592005444710737]","[1.7036179087872696, 0.703037763998286, 1.9213822732919923]","[0.3967234368895378, 1.0, 0.6539214671914229]"
94,94,2.597651510154399,1.455039313319545,1.4554298266546146,0.11,0.19082369770315433,"[-0.09789332668037759, 0.09887732396462137, 0.7646383012590132]","[0.989687577558572, 0.0, 2.0]","[0.9341268152341947, 0.0, 0.8719991779333679]","[0.17999941356383137, 0.4966471537499953, -0.3139384412873145]","[0.9616411744841227, 1.5912524544727393, 0.39494818736345916]","[0.8813501244877836, 0.9376366779349704, 0.019430162606479284]"
95,95,2.597651510129087,1.0810206872988617,1.0077478294603892,0.2737,0.47480405510321216,"[-0.1305250051954609, -2.0, 1.7091106670223548]","[1.2191725695345976, 1.9998599977741247, 1.0934431768046184]","[0.010430192840834462, 0.0, 0.0]","[0.7032784954468807, 0.29931457837997133, -0.8458684822451276]","[1.077301358022599, 0.557703962836551, 0.6824553433932417]","[0.0, 1.0, 0.0]"
96,96,2.5976515101543716,1.3114412313347503,1.503730021620215,0.1214,0.21059997182875395,"[0.03749313381283503, 1.1804383093707203, 0.17727220738475813]","[1.4151222932541265, 1.3894090746284122, 1.2992726851299599]","[0.5181511237697148, 0.008058297723889551, 0.029663680579805618]","[-0.446801013494345, 0.16872964750893477, 0.3931006136604105]","[1.1568736741423133, 0.33188541828417284, 0.43224423725682204]","[0.16870417202204324, 0.8713322857752511, 0.01651749033850819]"
97,97,2.405876615410072,1.610209260746719,0.6054552596334029,0.05,0.0867380444105247,"[-0.4350082050248266, 1.1422404714422711, -0.11132428482572075]","[0.0, 0.5414049969022001, 0.9597509727618627]","[0.3139411770157005, 0.0, 0.7469257698779752]","[1.422717450253363, 1.4468808652222604, -0.01301088279377921]","[1.971050400059705, 0.0, 1.2182675057273689]","[0.3806052025074063, 0.8712634860880294, 0.0]"
98,98,2.379872003418186,1.6105846558247916,0.641679007127258,0.04,0.06939043552841975,"[0.43204873906576985, -0.7378457947249883, -0.3551186615314999]","[2.0, 2.0, 1.431125866660829]","[0.9358090941312337, 0.0, 0.6443807635964779]","[-0.8049058441454271, -0.15016130871437916, 1.8910963742001534]","[0.01928585524203985, 0.04300554119155574, 1.5804708749988472]","[0.0, 0.0, 0.026625968426205016]"
99,99,2.5976515101540865,1.2716232973621917,1.2981013084451476,0.1711,0.2968175879728155,"[-0.09999883901156725, -0.2025277189284209, -0.0027022772984686694]","[0.14085040127305629, 1.5627415011425623, 1.0122779090762453]","[0.0, 0.4685667585579187, 0.0]","[0.30559287235057087, 0.30372053392638587, -0.3474047428426853]","[0.4511096933056524, 1.2915625394194536, 1.900057160042663]","[0.5262818114046359, 0.2024103259844423, 0.9636230406045829]"
100,100,1.8577555882436303,0.4238598608231531,0.223359911715422,0.8871,1.5389063839315291,"[-0.1305250051954609, 0.6581762550222774, 0.3271364019454279]","[1.262207633420634, 1.9810375963924653, 0.3371617009608834]","[0.5012169444435071, 0.4824427401454001, 0.31071496421061573]","[0.7993085334509348, 0.3055181788603776, -0.8458684822451276]","[1.077301358022599, 1.6635421198046787, 0.7165171536277573]","[0.0, 0.9124293636216171, 0.0]"
101,101,2.5976515101544218,1.7106797053591698,1.6041712007902722,0.0482,0.0836154748117458,"[0.20993091482049772, -1.1025620192387309, -1.7169631662946974]","[0.5190590189966233, 1.987150811043903, 0.0]","[1.0, 0.46446626644923056, 0.12154130121843423]","[-0.007786552933823798, -1.613509782516127, -0.6194531314572147]","[0.7574719991514962, 0.0, 1.2691887851016324]","[1.0, 0.4687674050167342, 0.034807750946854676]"
102,102,2.3167042270217335,1.1226604385197765,0.1860076224717011,0.2516,0.4364658394737603,"[-0.4350082050248266, 1.1422404714422711, -0.11132428482572075]","[0.0, 0.5414049969022001, 0.9511149334987238]","[0.3139411770157005, 0.0, 1.0]","[1.422717450253363, 0.6555732621942671, -0.0736805957886929]","[0.7047235766784739, 0.0, 1.2182675057273689]","[0.0009384764206118446, 0.48977110175654237, 0.0]"
103,103,2.5976515101544173,1.592469183557176,1.5110237182716046,0.08,0.1387808710568395,"[-0.7066245206023467, 1.0861155033464394, 0.3525608754430827]","[0.0, 2.0, 0.19494602339720146]","[0.14774645944247944, 0.9226724524968, 0.5134326948534352]","[0.23471466264996257, -0.5344896639532428, -0.05632750108840515]","[0.42686430470106096, 0.0, 0.7240834434921759]","[0.9055373070397991, 1.0, 0.0]"
104,104,2.59765151014998,1.1235617200849024,1.1341209208833605,0.2321,0.40263800215365564,"[0.1162588470852084, 0.5261765911090928, 0.05935483148441367]","[1.6837145732448533, 1.0187924442198575, 0.7479017877080991]","[0.5396725755274434, 0.6070323337816589, 0.6928604565180017]","[1.274127271447865, 0.1562922958620625, 0.11477201033449758]","[1.769390826423377, 1.114123359050259, 1.9021675047607411]","[0.10758537534085799, 0.9191246037903888, 0.01719735779570708]"
105,105,2.597651510154398,1.4906658001725674,1.4240533210919428,0.1077,0.1868337476602702,"[-1.4945867785480145, 1.8927710275468315, -0.23221171176102812]","[0.4829313446979344, 0.30588311795051637, 1.4643889287716536]","[0.0, 0.0, 0.35412103268464434]","[0.41465489698416247, 1.0035727296262644, 0.16545966741477725]","[0.5812472526486987, 0.0, 0.8478239384786841]","[0.34557640684211044, 0.08648125257445571, 0.3477274827605029]"
106,106,2.597651510150534,1.2580449125945905,1.002109266042777,0.22,0.38164739540630865,"[-0.1305250051954609, 0.6498420991056341, 0.3271364019454279]","[1.262207633420634, 1.991340178412064, 0.3371617009608834]","[1.0, 0.08085161333853008, 0.2395892723062888]","[0.7629535798749645, 0.30227884990547516, -0.8458684822451276]","[1.077301358022599, 1.946278005908095, 0.7165171536277573]","[0.0, 0.9133143164113464, 0.0]"
107,107,2.3433280939223593,1.3725378075997745,0.3715285284892922,0.1241,0.2152838262269223,"[-0.369315635583525, -0.6341819075167572, 0.124989102873066]","[1.6678830207340687, 0.8257017809530331, 0.6598373463345892]","[0.0, 0.0002970209321457862, 0.34656212175598977]","[1.4060259233600632, -0.6461793216885434, 0.4919044032037152]","[2.0, 0.0, 1.997732713737909]","[0.13048394130192853, 0.6077779936296891, 0.0]"
108,108,0.1894532018532034,0.3117497393978149,0.1734760888210492,1.0,1.734760888210494,"[0.17784760979706693, 0.2284424516549201, -0.27510299981398534]","[1.1158019802947574, 0.15449967962305644, 1.6632311270581075]","[0.3658962338586814, 0.26674624124851387, 0.730483266616055]","[-1.835285994147951, -0.4521725945363011, -1.0534809583655662]","[0.47349872925573955, 0.0, 0.22710385873095085]","[0.0, 0.0914891239412906, 0.0]"
